,Division,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
2632,960,960,0.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0,960,960
2633,922,922,0.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,922,922
2634,906,906,0.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,906,906
2637,907,907,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,907,907
2638,908,908,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,908,908
2639,909,909,0.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,909,909
2640,910,910,0.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,910,910
2642,911,911,0.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,911,911
2643,912,912,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,912,912
2644,913,913,0.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,913,913
2645,914,914,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,914,914
2646,915,915,0.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,915,915
2647,916,916,0.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,916,916
2648,917,917,0.0,4.0,4.0,5.0,6.0,5.0,7.0,6.0,917,917
2649,918,918,0.0,4.0,4.0,5.0,5.0,4.0,6.0,6.0,918,918
2650,919,919,0.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,919,919
2651,920,920,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,920,920
2653,905,905,0.0,4.0,4.0,4.0,4.0,5.0,6.0,7.0,905,905
2654,904,904,0.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,904,904
2655,903,903,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,903,903
2656,894,894,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,894,894
2657,888,888,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,888,888
2658,889,889,0.0,3.0,3.0,5.0,4.0,5.0,5.0,6.0,889,889
2659,890,890,0.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,890,890
2660,891,891,0.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,891,891
2665,892,892,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,892,892
2666,893,893,0.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,893,893
2667,895,895,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,895,895
2669,902,902,0.0,4.0,4.0,5.0,5.0,6.0,5.0,7.0,902,902
2671,896,896,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,896,896
2672,897,897,0.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,897,897
2673,898,898,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,898,898
2674,899,899,0.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,899,899
2675,900,900,0.0,4.0,4.0,7.0,6.0,6.0,7.0,6.0,900,900
2676,901,901,0.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,901,901
2677,921,921,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,921,921
2678,923,923,0.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,923,923
2679,958,958,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,958,958
2680,924,924,0.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,924,924
2681,943,943,0.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,943,943
2682,944,944,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,944,944
2684,945,945,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,945,945
2685,946,946,0.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,946,946
2686,947,947,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,947,947
2687,948,948,0.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,948,948
2688,949,949,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,949,949
2689,950,950,0.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,950,950
2690,951,951,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,951,951
2692,952,952,0.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,952,952
2693,953,953,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,953,953
2694,954,954,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,954,954
2696,955,955,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,955,955
2697,956,956,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,956,956
2700,957,957,0.0,4.0,4.0,6.0,7.0,4.0,7.0,6.0,957,957
2701,942,942,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,942,942
2702,941,941,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,941,941
2703,940,940,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,940,940
2705,931,931,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,931,931
2707,925,925,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,925,925
2709,926,926,0.0,3.0,3.0,3.0,4.0,3.0,5.0,6.0,926,926
2710,927,927,0.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,927,927
2711,928,928,0.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,928,928
2712,929,929,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,929,929
2715,930,930,0.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,930,930
2716,932,932,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,932,932
2717,939,939,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,939,939
2718,933,933,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,933,933
2719,934,934,0.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,934,934
2720,935,935,0.0,3.0,3.0,7.0,7.0,7.0,7.0,4.0,935,935
2721,936,936,0.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,936,936
2722,937,937,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,937,937
2723,938,938,0.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,938,938
2726,959,959,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,959,959
2729,1034,1034,0.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1034,1034
2731,1107,1107,0.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,1107,1107
2734,1035,1035,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1035,1035
2736,1128,1128,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1128,1128
2737,1129,1129,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,1129,1129
2738,1130,1130,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,1130,1130
2740,1131,1131,0.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1131,1131
2742,1132,1132,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1132,1132
2743,1133,1133,0.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,1133,1133
2744,1134,1134,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1134,1134
2745,1135,1135,0.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,1135,1135
2746,1136,1136,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,1136,1136
2747,1137,1137,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,1137,1137
2748,1138,1138,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,1138,1138
2749,1139,1139,0.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,1139,1139
2750,1140,1140,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1140,1140
2752,1141,1141,0.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,1141,1141
2753,1142,1142,0.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,1142,1142
2754,1127,1127,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1127,1127
2755,1126,1126,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1126,1126
2756,1125,1125,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1125,1125
2757,1116,1116,0.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,1116,1116
2759,1110,1110,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,1110,1110
2760,1111,1111,0.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,1111,1111
2761,1112,1112,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,1112,1112
2763,1113,1113,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1113,1113
2765,1114,1114,0.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,1114,1114
2766,1115,1115,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1115,1115
2767,1117,1117,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1117,1117
2768,1124,1124,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,1124,1124
2769,1118,1118,0.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,1118,1118
2770,1119,1119,0.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,1119,1119
2771,1120,1120,0.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,1120,1120
2772,1121,1121,0.0,3.0,3.0,5.0,6.0,5.0,5.0,7.0,1121,1121
2774,1122,1122,0.0,4.0,4.0,6.0,6.0,5.0,6.0,7.0,1122,1122
2775,1123,1123,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1123,1123
2777,1143,1143,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1143,1143
2778,1145,1145,0.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,1145,1145
2779,1180,1180,0.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,1180,1180
2780,1146,1146,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1146,1146
2781,1165,1165,0.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,1165,1165
2782,1166,1166,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,1166,1166
2783,1167,1167,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1167,1167
2784,1168,1168,0.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,1168,1168
2785,1169,1169,0.0,4.0,4.0,5.0,7.0,5.0,7.0,7.0,1169,1169
2787,1170,1170,0.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,1170,1170
2788,1171,1171,0.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,1171,1171
2793,1172,1172,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,1172,1172
2794,1173,1173,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,1173,1173
2795,1174,1174,0.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,1174,1174
2796,1175,1175,0.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,1175,1175
2797,1176,1176,0.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,1176,1176
2798,1177,1177,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1177,1177
2799,1178,1178,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1178,1178
2802,1179,1179,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,1179,1179
2803,1164,1164,0.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1164,1164
2804,1163,1163,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,1163,1163
2808,1162,1162,0.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1162,1162
2809,1153,1153,0.0,3.0,3.0,7.0,7.0,2.0,7.0,4.0,1153,1153
2810,1147,1147,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,1147,1147
2811,1148,1148,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1148,1148
2812,1149,1149,0.0,4.0,4.0,7.0,7.0,7.0,5.0,7.0,1149,1149
2814,1150,1150,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1150,1150
2817,1151,1151,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,1151,1151
2818,1152,1152,0.0,3.0,3.0,7.0,6.0,6.0,6.0,7.0,1152,1152
2819,1154,1154,0.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,1154,1154
2820,1161,1161,0.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,1161,1161
2821,1155,1155,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,1155,1155
2822,1156,1156,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1156,1156
2823,1157,1157,0.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,1157,1157
2824,1158,1158,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1158,1158
2825,1159,1159,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1159,1159
2826,1160,1160,0.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,1160,1160
2828,1109,1109,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,1109,1109
2829,1144,1144,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1144,1144
2831,1108,1108,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1108,1108
2832,1070,1070,0.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,1070,1070
2836,1054,1054,0.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,1054,1054
2837,1055,1055,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,1055,1055
2839,1056,1056,0.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,1056,1056
2841,1057,1057,0.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,1057,1057
2842,1058,1058,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1058,1058
2843,1059,1059,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1059,1059
2846,1060,1060,0.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,1060,1060
2847,1061,1061,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,1061,1061
2849,1062,1062,0.0,4.0,4.0,7.0,6.0,7.0,6.0,7.0,1062,1062
2852,1063,1063,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,1063,1063
2853,1064,1064,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,1064,1064
2854,1065,1065,0.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,1065,1065
2855,1066,1066,0.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,1066,1066
2856,1067,1067,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,1067,1067
2857,1068,1068,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1068,1068
2861,1053,1053,0.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1053,1053
2863,1052,1052,0.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1052,1052
2864,1051,1051,0.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,1051,1051
2866,1042,1042,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1042,1042
2867,1036,1036,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1036,1036
2868,1037,1037,0.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,1037,1037
2869,1038,1038,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1038,1038
2871,1039,1039,0.0,4.0,4.0,6.0,6.0,7.0,6.0,6.0,1039,1039
2873,1040,1040,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,1040,1040
2874,1041,1041,0.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,1041,1041
2875,1043,1043,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1043,1043
2876,1050,1050,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,1050,1050
2877,1044,1044,0.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,1044,1044
2878,1045,1045,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1045,1045
2880,1046,1046,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1046,1046
2881,1047,1047,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,1047,1047
2882,1048,1048,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1048,1048
2883,1049,1049,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1049,1049
2884,1069,1069,0.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,1069,1069
2885,1071,1071,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,1071,1071
2886,1106,1106,0.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,1106,1106
2887,1072,1072,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,1072,1072
2888,1091,1091,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1091,1091
2890,1092,1092,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,1092,1092
2891,1093,1093,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,1093,1093
2892,1094,1094,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,1094,1094
2893,1095,1095,0.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1095,1095
2894,1096,1096,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1096,1096
2896,1097,1097,0.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,1097,1097
2897,1098,1098,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,1098,1098
2898,1099,1099,0.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,1099,1099
2899,1100,1100,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,1100,1100
2902,1101,1101,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,1101,1101
2903,1102,1102,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,1102,1102
2904,1103,1103,0.0,4.0,4.0,7.0,7.0,5.0,4.0,4.0,1103,1103
2905,1104,1104,0.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,1104,1104
2906,1105,1105,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,1105,1105
2908,1090,1090,0.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1090,1090
2909,1089,1089,0.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,1089,1089
2910,1088,1088,0.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,1088,1088
2912,1079,1079,0.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,1079,1079
2913,1073,1073,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1073,1073
2914,1074,1074,0.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,1074,1074
2918,1075,1075,0.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,1075,1075
2919,1076,1076,0.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1076,1076
2920,1077,1077,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,1077,1077
2921,1078,1078,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,1078,1078
2922,1080,1080,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1080,1080
2923,1087,1087,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1087,1087
2924,1081,1081,0.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,1081,1081
2925,1082,1082,0.0,4.0,4.0,7.0,6.0,7.0,7.0,6.0,1082,1082
2927,1083,1083,0.0,3.0,3.0,7.0,7.0,6.0,7.0,5.0,1083,1083
2928,1084,1084,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1084,1084
2929,1085,1085,0.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,1085,1085
2930,1086,1086,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,1086,1086
2931,887,887,0.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,887,887
2932,1033,1033,0.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,1033,1033
2933,886,886,0.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,886,886
2935,737,737,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,737,737
2936,684,684,0.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,684,684
2937,685,685,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,685,685
2938,686,686,0.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,686,686
2940,687,687,0.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,687,687
2941,688,688,0.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,688,688
2942,689,689,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,689,689
2943,690,690,0.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,690,690
2944,691,691,0.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,691,691
2945,692,692,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,692,692
2946,693,693,0.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,693,693
2947,694,694,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,694,694
2948,695,695,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,695,695
2949,696,696,0.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,696,696
2950,697,697,0.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,697,697
2951,698,698,0.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,698,698
2952,683,683,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,683,683
2953,682,682,0.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,682,682
2954,681,681,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,681,681
2955,672,672,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,672,672
2956,666,666,0.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,666,666
3014,667,667,0.0,4.0,4.0,7.0,7.0,7.0,7.0,5.0,667,667
3016,668,668,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,668,668
3017,669,669,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,669,669
3018,670,670,0.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,670,670
3019,671,671,0.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,671,671
3020,673,673,0.0,3.0,3.0,4.0,4.0,4.0,6.0,6.0,673,673
3021,680,680,0.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,680,680
3022,674,674,0.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,674,674
3023,675,675,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,675,675
3025,676,676,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,676,676
3026,677,677,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,677,677
3027,678,678,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,678,678
3028,679,679,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,679,679
3030,699,699,0.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,699,699
3032,701,701,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,701,701
3036,736,736,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,736,736
3037,702,702,0.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,702,702
3038,721,721,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,721,721
3039,722,722,0.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,722,722
3040,723,723,0.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,723,723
3041,724,724,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,724,724
3042,725,725,0.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,725,725
3043,726,726,0.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,726,726
3044,727,727,0.0,4.0,4.0,5.0,6.0,6.0,7.0,6.0,727,727
3045,728,728,0.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,728,728
3046,729,729,0.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,729,729
3047,730,730,0.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,730,730
3049,731,731,0.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,731,731
3050,732,732,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,732,732
3051,733,733,0.0,3.0,3.0,5.0,7.0,6.0,7.0,7.0,733,733
3053,734,734,0.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,734,734
3054,735,735,0.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,735,735
3055,720,720,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,720,720
3056,719,719,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,719,719
3057,718,718,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,718,718
3059,709,709,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,709,709
3060,703,703,0.0,3.0,3.0,4.0,4.0,3.0,5.0,6.0,703,703
3061,704,704,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,704,704
3062,705,705,0.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,705,705
3063,706,706,0.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,706,706
3066,707,707,0.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,707,707
3067,708,708,0.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,708,708
3068,710,710,0.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,710,710
3069,717,717,0.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,717,717
3070,711,711,0.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,711,711
3073,712,712,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,712,712
3076,713,713,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,713,713
3077,714,714,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,714,714
3079,715,715,0.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,715,715
3080,716,716,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,716,716
3082,665,665,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,665,665
3083,700,700,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,700,700
3086,664,664,0.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,664,664
3087,626,626,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,626,626
3088,610,610,0.0,3.0,3.0,5.0,4.0,5.0,5.0,6.0,610,610
3089,611,611,0.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,611,611
3090,612,612,0.0,3.0,3.0,7.0,7.0,2.0,7.0,3.0,612,612
3092,613,613,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,613,613
3093,614,614,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,614,614
3094,615,615,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,615,615
3097,616,616,0.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,616,616
3098,617,617,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,617,617
3099,618,618,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,618,618
3100,619,619,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,619,619
3101,620,620,0.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,620,620
3102,621,621,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,621,621
